date,vintage_date,variable,source,frequency,forecast_horizon,value
30/06/1993,30/09/2023,unemp,ons,Q,-121,0.103847776
30/09/1993,30/09/2023,unemp,ons,Q,-120,0.102457028
31/12/1993,30/09/2023,unemp,ons,Q,-119,0.102542006
31/03/1994,30/09/2023,unemp,ons,Q,-118,0.099449482
30/06/1994,30/09/2023,unemp,ons,Q,-117,0.097061341
30/09/1994,30/09/2023,unemp,ons,Q,-116,0.09358665
31/12/1994,30/09/2023,unemp,ons,Q,-115,0.089652536
31/03/1995,30/09/2023,unemp,ons,Q,-114,0.088655326
30/06/1995,30/09/2023,unemp,ons,Q,-113,0.086648639
30/09/1995,30/09/2023,unemp,ons,Q,-112,0.086502978
31/12/1995,30/09/2023,unemp,ons,Q,-111,0.083032555
31/03/1996,30/09/2023,unemp,ons,Q,-110,0.082364399
30/06/1996,30/09/2023,unemp,ons,Q,-109,0.082584583
30/09/1996,30/09/2023,unemp,ons,Q,-108,0.080610688
31/12/1996,30/09/2023,unemp,ons,Q,-107,0.078418813
31/03/1997,30/09/2023,unemp,ons,Q,-106,0.073236493
30/06/1997,30/09/2023,unemp,ons,Q,-105,0.071774431
30/09/1997,30/09/2023,unemp,ons,Q,-104,0.06840875
31/12/1997,30/09/2023,unemp,ons,Q,-103,0.065409042
31/03/1998,30/09/2023,unemp,ons,Q,-102,0.063646415
30/06/1998,30/09/2023,unemp,ons,Q,-101,0.062827636
30/09/1998,30/09/2023,unemp,ons,Q,-100,0.062372033
31/12/1998,30/09/2023,unemp,ons,Q,-99,0.061424125
31/03/1999,30/09/2023,unemp,ons,Q,-98,0.061776538
30/06/1999,30/09/2023,unemp,ons,Q,-97,0.060479497
30/09/1999,30/09/2023,unemp,ons,Q,-96,0.05885262
31/12/1999,30/09/2023,unemp,ons,Q,-95,0.058059225
31/03/2000,30/09/2023,unemp,ons,Q,-94,0.05792219
30/06/2000,30/09/2023,unemp,ons,Q,-93,0.055018884
30/09/2000,30/09/2023,unemp,ons,Q,-92,0.05319922
31/12/2000,30/09/2023,unemp,ons,Q,-91,0.052257923
31/03/2001,30/09/2023,unemp,ons,Q,-90,0.050926145
30/06/2001,30/09/2023,unemp,ons,Q,-89,0.050287729
30/09/2001,30/09/2023,unemp,ons,Q,-88,0.050945574
31/12/2001,30/09/2023,unemp,ons,Q,-87,0.051843866
31/03/2002,30/09/2023,unemp,ons,Q,-86,0.051686576
30/06/2002,30/09/2023,unemp,ons,Q,-85,0.051574573
30/09/2002,30/09/2023,unemp,ons,Q,-84,0.053079329
31/12/2002,30/09/2023,unemp,ons,Q,-83,0.051177979
31/03/2003,30/09/2023,unemp,ons,Q,-82,0.051664311
30/06/2003,30/09/2023,unemp,ons,Q,-81,0.049397914
30/09/2003,30/09/2023,unemp,ons,Q,-80,0.050474848
31/12/2003,30/09/2023,unemp,ons,Q,-79,0.048990092
31/03/2004,30/09/2023,unemp,ons,Q,-78,0.048000612
30/06/2004,30/09/2023,unemp,ons,Q,-77,0.048058299
30/09/2004,30/09/2023,unemp,ons,Q,-76,0.046816833
31/12/2004,30/09/2023,unemp,ons,Q,-75,0.047321257
31/03/2005,30/09/2023,unemp,ons,Q,-74,0.046881569
30/06/2005,30/09/2023,unemp,ons,Q,-73,0.047544087
30/09/2005,30/09/2023,unemp,ons,Q,-72,0.047316508
31/12/2005,30/09/2023,unemp,ons,Q,-71,0.051469713
31/03/2006,30/09/2023,unemp,ons,Q,-70,0.052366752
30/06/2006,30/09/2023,unemp,ons,Q,-69,0.054716336
30/09/2006,30/09/2023,unemp,ons,Q,-68,0.054858398
31/12/2006,30/09/2023,unemp,ons,Q,-67,0.055013921
31/03/2007,30/09/2023,unemp,ons,Q,-66,0.055144992
30/06/2007,30/09/2023,unemp,ons,Q,-65,0.053513012
30/09/2007,30/09/2023,unemp,ons,Q,-64,0.053074833
31/12/2007,30/09/2023,unemp,ons,Q,-63,0.051569582
31/03/2008,30/09/2023,unemp,ons,Q,-62,0.051810846
30/06/2008,30/09/2023,unemp,ons,Q,-61,0.053496111
30/09/2008,30/09/2023,unemp,ons,Q,-60,0.058566741
31/12/2008,30/09/2023,unemp,ons,Q,-59,0.063558456
31/03/2009,30/09/2023,unemp,ons,Q,-58,0.07072531
30/06/2009,30/09/2023,unemp,ons,Q,-57,0.077662142
30/09/2009,30/09/2023,unemp,ons,Q,-56,0.078482332
31/12/2009,30/09/2023,unemp,ons,Q,-55,0.077699541
31/03/2010,30/09/2023,unemp,ons,Q,-54,0.080089827
30/06/2010,30/09/2023,unemp,ons,Q,-53,0.078530338
30/09/2010,30/09/2023,unemp,ons,Q,-52,0.077572081
31/12/2010,30/09/2023,unemp,ons,Q,-51,0.078644394
31/03/2011,30/09/2023,unemp,ons,Q,-50,0.077773689
30/06/2011,30/09/2023,unemp,ons,Q,-49,0.079378042
30/09/2011,30/09/2023,unemp,ons,Q,-48,0.083311276
31/12/2011,30/09/2023,unemp,ons,Q,-47,0.083952052
31/03/2012,30/09/2023,unemp,ons,Q,-46,0.082089018
30/06/2012,30/09/2023,unemp,ons,Q,-45,0.079915813
30/09/2012,30/09/2023,unemp,ons,Q,-44,0.078588298
31/12/2012,30/09/2023,unemp,ons,Q,-43,0.078144835
31/03/2013,30/09/2023,unemp,ons,Q,-42,0.078448716
30/06/2013,30/09/2023,unemp,ons,Q,-41,0.077494474
30/09/2013,30/09/2023,unemp,ons,Q,-40,0.076194448
31/12/2013,30/09/2023,unemp,ons,Q,-39,0.072233872
31/03/2014,30/09/2023,unemp,ons,Q,-38,0.067552552
30/06/2014,30/09/2023,unemp,ons,Q,-37,0.062874962
30/09/2014,30/09/2023,unemp,ons,Q,-36,0.059802122
31/12/2014,30/09/2023,unemp,ons,Q,-35,0.056979448
31/03/2015,30/09/2023,unemp,ons,Q,-34,0.055369115
30/06/2015,30/09/2023,unemp,ons,Q,-33,0.056098207
30/09/2015,30/09/2023,unemp,ons,Q,-32,0.0531816
31/12/2015,30/09/2023,unemp,ons,Q,-31,0.050773362
31/03/2016,30/09/2023,unemp,ons,Q,-30,0.050717925
30/06/2016,30/09/2023,unemp,ons,Q,-29,0.049215398
30/09/2016,30/09/2023,unemp,ons,Q,-28,0.048402809
31/12/2016,30/09/2023,unemp,ons,Q,-27,0.047413083
31/03/2017,30/09/2023,unemp,ons,Q,-26,0.045650939
30/06/2017,30/09/2023,unemp,ons,Q,-25,0.044266864
30/09/2017,30/09/2023,unemp,ons,Q,-24,0.042664947
31/12/2017,30/09/2023,unemp,ons,Q,-23,0.043523502
31/03/2018,30/09/2023,unemp,ons,Q,-22,0.041975247
30/06/2018,30/09/2023,unemp,ons,Q,-21,0.040383449
30/09/2018,30/09/2023,unemp,ons,Q,-20,0.040730312
31/12/2018,30/09/2023,unemp,ons,Q,-19,0.040142408
31/03/2019,30/09/2023,unemp,ons,Q,-18,0.038186515
30/06/2019,30/09/2023,unemp,ons,Q,-17,0.038923344
30/09/2019,30/09/2023,unemp,ons,Q,-16,0.03834088
31/12/2019,30/09/2023,unemp,ons,Q,-15,0.037671737
31/03/2020,30/09/2023,unemp,ons,Q,-14,0.040043512
30/06/2020,30/09/2023,unemp,ons,Q,-13,0.041140337
30/09/2020,30/09/2023,unemp,ons,Q,-12,0.048804394
31/12/2020,30/09/2023,unemp,ons,Q,-11,0.052255012
31/03/2021,30/09/2023,unemp,ons,Q,-10,0.04944747
30/06/2021,30/09/2023,unemp,ons,Q,-9,0.04718531
30/09/2021,30/09/2023,unemp,ons,Q,-8,0.042630758
31/12/2021,30/09/2023,unemp,ons,Q,-7,0.040446172
31/03/2022,30/09/2023,unemp,ons,Q,-6,0.037153269
30/06/2022,30/09/2023,unemp,ons,Q,-5,0.037961602
30/09/2022,30/09/2023,unemp,ons,Q,-4,0.036064546
31/12/2022,30/09/2023,unemp,ons,Q,-3,0.037259229
31/03/2023,30/09/2023,unemp,ons,Q,-2,0.038740304
30/06/2023,30/09/2023,unemp,ons,Q,-1,0.040471493
31/03/1990,31/12/2023,unemp,ons,Q,-135,0.069332964
30/06/1990,31/12/2023,unemp,ons,Q,-134,0.069184781
30/09/1990,31/12/2023,unemp,ons,Q,-133,0.070779647
31/12/1990,31/12/2023,unemp,ons,Q,-132,0.074650616
31/03/1991,31/12/2023,unemp,ons,Q,-131,0.079969483
30/06/1991,31/12/2023,unemp,ons,Q,-130,0.086627038
30/09/1991,31/12/2023,unemp,ons,Q,-129,0.09159133
31/12/1991,31/12/2023,unemp,ons,Q,-128,0.094575166
31/03/1992,31/12/2023,unemp,ons,Q,-127,0.097007586
30/06/1992,31/12/2023,unemp,ons,Q,-126,0.097872383
30/09/1992,31/12/2023,unemp,ons,Q,-125,0.099395473
31/12/1992,31/12/2023,unemp,ons,Q,-124,0.103684828
31/03/1993,31/12/2023,unemp,ons,Q,-123,0.106193101
30/06/1993,31/12/2023,unemp,ons,Q,-122,0.103847776
30/09/1993,31/12/2023,unemp,ons,Q,-121,0.102457028
31/12/1993,31/12/2023,unemp,ons,Q,-120,0.102542006
31/03/1994,31/12/2023,unemp,ons,Q,-119,0.099449482
30/06/1994,31/12/2023,unemp,ons,Q,-118,0.097061341
30/09/1994,31/12/2023,unemp,ons,Q,-117,0.09358665
31/12/1994,31/12/2023,unemp,ons,Q,-116,0.089652536
31/03/1995,31/12/2023,unemp,ons,Q,-115,0.088655326
30/06/1995,31/12/2023,unemp,ons,Q,-114,0.086648639
30/09/1995,31/12/2023,unemp,ons,Q,-113,0.086502978
31/12/1995,31/12/2023,unemp,ons,Q,-112,0.083032555
31/03/1996,31/12/2023,unemp,ons,Q,-111,0.082364399
30/06/1996,31/12/2023,unemp,ons,Q,-110,0.082584583
30/09/1996,31/12/2023,unemp,ons,Q,-109,0.080610688
31/12/1996,31/12/2023,unemp,ons,Q,-108,0.078418813
31/03/1997,31/12/2023,unemp,ons,Q,-107,0.073236493
30/06/1997,31/12/2023,unemp,ons,Q,-106,0.071774431
30/09/1997,31/12/2023,unemp,ons,Q,-105,0.06840875
31/12/1997,31/12/2023,unemp,ons,Q,-104,0.065409042
31/03/1998,31/12/2023,unemp,ons,Q,-103,0.063646415
30/06/1998,31/12/2023,unemp,ons,Q,-102,0.062827636
30/09/1998,31/12/2023,unemp,ons,Q,-101,0.062372033
31/12/1998,31/12/2023,unemp,ons,Q,-100,0.061424125
31/03/1999,31/12/2023,unemp,ons,Q,-99,0.061776538
30/06/1999,31/12/2023,unemp,ons,Q,-98,0.060479497
30/09/1999,31/12/2023,unemp,ons,Q,-97,0.05885262
31/12/1999,31/12/2023,unemp,ons,Q,-96,0.058059225
31/03/2000,31/12/2023,unemp,ons,Q,-95,0.05792219
30/06/2000,31/12/2023,unemp,ons,Q,-94,0.055018884
30/09/2000,31/12/2023,unemp,ons,Q,-93,0.05319922
31/12/2000,31/12/2023,unemp,ons,Q,-92,0.052257923
31/03/2001,31/12/2023,unemp,ons,Q,-91,0.050926145
30/06/2001,31/12/2023,unemp,ons,Q,-90,0.050287729
30/09/2001,31/12/2023,unemp,ons,Q,-89,0.050945574
31/12/2001,31/12/2023,unemp,ons,Q,-88,0.051843866
31/03/2002,31/12/2023,unemp,ons,Q,-87,0.051686576
30/06/2002,31/12/2023,unemp,ons,Q,-86,0.051574573
30/09/2002,31/12/2023,unemp,ons,Q,-85,0.053079329
31/12/2002,31/12/2023,unemp,ons,Q,-84,0.051177979
31/03/2003,31/12/2023,unemp,ons,Q,-83,0.051664311
30/06/2003,31/12/2023,unemp,ons,Q,-82,0.049397914
30/09/2003,31/12/2023,unemp,ons,Q,-81,0.050474848
31/12/2003,31/12/2023,unemp,ons,Q,-80,0.048990092
31/03/2004,31/12/2023,unemp,ons,Q,-79,0.048000612
30/06/2004,31/12/2023,unemp,ons,Q,-78,0.048058299
30/09/2004,31/12/2023,unemp,ons,Q,-77,0.046816833
31/12/2004,31/12/2023,unemp,ons,Q,-76,0.047321257
31/03/2005,31/12/2023,unemp,ons,Q,-75,0.046881569
30/06/2005,31/12/2023,unemp,ons,Q,-74,0.047544087
30/09/2005,31/12/2023,unemp,ons,Q,-73,0.047316508
31/12/2005,31/12/2023,unemp,ons,Q,-72,0.051469713
31/03/2006,31/12/2023,unemp,ons,Q,-71,0.052366752
30/06/2006,31/12/2023,unemp,ons,Q,-70,0.054716336
30/09/2006,31/12/2023,unemp,ons,Q,-69,0.054858398
31/12/2006,31/12/2023,unemp,ons,Q,-68,0.055013921
31/03/2007,31/12/2023,unemp,ons,Q,-67,0.055144992
30/06/2007,31/12/2023,unemp,ons,Q,-66,0.053513012
30/09/2007,31/12/2023,unemp,ons,Q,-65,0.053074833
31/12/2007,31/12/2023,unemp,ons,Q,-64,0.051569582
31/03/2008,31/12/2023,unemp,ons,Q,-63,0.051810846
30/06/2008,31/12/2023,unemp,ons,Q,-62,0.053496111
30/09/2008,31/12/2023,unemp,ons,Q,-61,0.058566741
31/12/2008,31/12/2023,unemp,ons,Q,-60,0.063558456
31/03/2009,31/12/2023,unemp,ons,Q,-59,0.07072531
30/06/2009,31/12/2023,unemp,ons,Q,-58,0.077662142
30/09/2009,31/12/2023,unemp,ons,Q,-57,0.078482332
31/12/2009,31/12/2023,unemp,ons,Q,-56,0.077699541
31/03/2010,31/12/2023,unemp,ons,Q,-55,0.080089827
30/06/2010,31/12/2023,unemp,ons,Q,-54,0.078530338
30/09/2010,31/12/2023,unemp,ons,Q,-53,0.077572081
31/12/2010,31/12/2023,unemp,ons,Q,-52,0.078644394
31/03/2011,31/12/2023,unemp,ons,Q,-51,0.077773689
30/06/2011,31/12/2023,unemp,ons,Q,-50,0.079378042
30/09/2011,31/12/2023,unemp,ons,Q,-49,0.083311276
31/12/2011,31/12/2023,unemp,ons,Q,-48,0.083952052
31/03/2012,31/12/2023,unemp,ons,Q,-47,0.082089018
30/06/2012,31/12/2023,unemp,ons,Q,-46,0.079915813
30/09/2012,31/12/2023,unemp,ons,Q,-45,0.078588298
31/12/2012,31/12/2023,unemp,ons,Q,-44,0.078144835
31/03/2013,31/12/2023,unemp,ons,Q,-43,0.078448716
30/06/2013,31/12/2023,unemp,ons,Q,-42,0.077494474
30/09/2013,31/12/2023,unemp,ons,Q,-41,0.076194448
31/12/2013,31/12/2023,unemp,ons,Q,-40,0.072233872
31/03/2014,31/12/2023,unemp,ons,Q,-39,0.067552552
30/06/2014,31/12/2023,unemp,ons,Q,-38,0.062874962
30/09/2014,31/12/2023,unemp,ons,Q,-37,0.059802122
31/12/2014,31/12/2023,unemp,ons,Q,-36,0.056979448
31/03/2015,31/12/2023,unemp,ons,Q,-35,0.055369115
30/06/2015,31/12/2023,unemp,ons,Q,-34,0.056098207
30/09/2015,31/12/2023,unemp,ons,Q,-33,0.0531816
31/12/2015,31/12/2023,unemp,ons,Q,-32,0.050773362
31/03/2016,31/12/2023,unemp,ons,Q,-31,0.050717925
30/06/2016,31/12/2023,unemp,ons,Q,-30,0.049215398
30/09/2016,31/12/2023,unemp,ons,Q,-29,0.048402809
31/12/2016,31/12/2023,unemp,ons,Q,-28,0.047413083
31/03/2017,31/12/2023,unemp,ons,Q,-27,0.045650939
30/06/2017,31/12/2023,unemp,ons,Q,-26,0.044266864
30/09/2017,31/12/2023,unemp,ons,Q,-25,0.042664947
31/12/2017,31/12/2023,unemp,ons,Q,-24,0.043523502
31/03/2018,31/12/2023,unemp,ons,Q,-23,0.041975247
30/06/2018,31/12/2023,unemp,ons,Q,-22,0.040383449
30/09/2018,31/12/2023,unemp,ons,Q,-21,0.040730312
31/12/2018,31/12/2023,unemp,ons,Q,-20,0.040142408
31/03/2019,31/12/2023,unemp,ons,Q,-19,0.038186515
30/06/2019,31/12/2023,unemp,ons,Q,-18,0.038923344
30/09/2019,31/12/2023,unemp,ons,Q,-17,0.03834088
31/12/2019,31/12/2023,unemp,ons,Q,-16,0.037671737
31/03/2020,31/12/2023,unemp,ons,Q,-15,0.040043512
30/06/2020,31/12/2023,unemp,ons,Q,-14,0.041140337
30/09/2020,31/12/2023,unemp,ons,Q,-13,0.048804394
31/12/2020,31/12/2023,unemp,ons,Q,-12,0.052255012
31/03/2021,31/12/2023,unemp,ons,Q,-11,0.04944747
30/06/2021,31/12/2023,unemp,ons,Q,-10,0.04718531
30/09/2021,31/12/2023,unemp,ons,Q,-9,0.042630758
31/12/2021,31/12/2023,unemp,ons,Q,-8,0.040446172
31/03/2022,31/12/2023,unemp,ons,Q,-7,0.037153269
30/06/2022,31/12/2023,unemp,ons,Q,-6,0.037961602
30/09/2022,31/12/2023,unemp,ons,Q,-5,0.036064546
31/12/2022,31/12/2023,unemp,ons,Q,-4,0.037259229
31/03/2023,31/12/2023,unemp,ons,Q,-3,0.038740304
30/06/2023,31/12/2023,unemp,ons,Q,-2,0.041877242
30/09/2023,31/12/2023,unemp,ons,Q,-1,0.042
31/03/1990,31/03/2024,unemp,ons,Q,-136,0.069332964
30/06/1990,31/03/2024,unemp,ons,Q,-135,0.069184781
30/09/1990,31/03/2024,unemp,ons,Q,-134,0.070779647
31/12/1990,31/03/2024,unemp,ons,Q,-133,0.074650616
31/03/1991,31/03/2024,unemp,ons,Q,-132,0.079969483
30/06/1991,31/03/2024,unemp,ons,Q,-131,0.086627038
30/09/1991,31/03/2024,unemp,ons,Q,-130,0.09159133
31/12/1991,31/03/2024,unemp,ons,Q,-129,0.094575166
31/03/1992,31/03/2024,unemp,ons,Q,-128,0.097007586
30/06/1992,31/03/2024,unemp,ons,Q,-127,0.097872383
30/09/1992,31/03/2024,unemp,ons,Q,-126,0.099395473
31/12/1992,31/03/2024,unemp,ons,Q,-125,0.103684828
31/03/1993,31/03/2024,unemp,ons,Q,-124,0.106193101
30/06/1993,31/03/2024,unemp,ons,Q,-123,0.103847776
30/09/1993,31/03/2024,unemp,ons,Q,-122,0.102457028
31/12/1993,31/03/2024,unemp,ons,Q,-121,0.102542006
31/03/1994,31/03/2024,unemp,ons,Q,-120,0.099449482
30/06/1994,31/03/2024,unemp,ons,Q,-119,0.097061341
30/09/1994,31/03/2024,unemp,ons,Q,-118,0.09358665
31/12/1994,31/03/2024,unemp,ons,Q,-117,0.089652536
31/03/1995,31/03/2024,unemp,ons,Q,-116,0.088655326
30/06/1995,31/03/2024,unemp,ons,Q,-115,0.086648639
30/09/1995,31/03/2024,unemp,ons,Q,-114,0.086502978
31/12/1995,31/03/2024,unemp,ons,Q,-113,0.083032555
31/03/1996,31/03/2024,unemp,ons,Q,-112,0.082364399
30/06/1996,31/03/2024,unemp,ons,Q,-111,0.082584583
30/09/1996,31/03/2024,unemp,ons,Q,-110,0.080610688
31/12/1996,31/03/2024,unemp,ons,Q,-109,0.078418813
31/03/1997,31/03/2024,unemp,ons,Q,-108,0.073236493
30/06/1997,31/03/2024,unemp,ons,Q,-107,0.071774431
30/09/1997,31/03/2024,unemp,ons,Q,-106,0.06840875
31/12/1997,31/03/2024,unemp,ons,Q,-105,0.065409042
31/03/1998,31/03/2024,unemp,ons,Q,-104,0.063646415
30/06/1998,31/03/2024,unemp,ons,Q,-103,0.062827636
30/09/1998,31/03/2024,unemp,ons,Q,-102,0.062372033
31/12/1998,31/03/2024,unemp,ons,Q,-101,0.061424125
31/03/1999,31/03/2024,unemp,ons,Q,-100,0.061776538
30/06/1999,31/03/2024,unemp,ons,Q,-99,0.060479497
30/09/1999,31/03/2024,unemp,ons,Q,-98,0.05885262
31/12/1999,31/03/2024,unemp,ons,Q,-97,0.058059225
31/03/2000,31/03/2024,unemp,ons,Q,-96,0.05792219
30/06/2000,31/03/2024,unemp,ons,Q,-95,0.055018884
30/09/2000,31/03/2024,unemp,ons,Q,-94,0.05319922
31/12/2000,31/03/2024,unemp,ons,Q,-93,0.052257923
31/03/2001,31/03/2024,unemp,ons,Q,-92,0.050926145
30/06/2001,31/03/2024,unemp,ons,Q,-91,0.050287729
30/09/2001,31/03/2024,unemp,ons,Q,-90,0.050945574
31/12/2001,31/03/2024,unemp,ons,Q,-89,0.051843866
31/03/2002,31/03/2024,unemp,ons,Q,-88,0.051686576
30/06/2002,31/03/2024,unemp,ons,Q,-87,0.051574573
30/09/2002,31/03/2024,unemp,ons,Q,-86,0.053079329
31/12/2002,31/03/2024,unemp,ons,Q,-85,0.051177979
31/03/2003,31/03/2024,unemp,ons,Q,-84,0.051664311
30/06/2003,31/03/2024,unemp,ons,Q,-83,0.049397914
30/09/2003,31/03/2024,unemp,ons,Q,-82,0.050474848
31/12/2003,31/03/2024,unemp,ons,Q,-81,0.048990092
31/03/2004,31/03/2024,unemp,ons,Q,-80,0.048000612
30/06/2004,31/03/2024,unemp,ons,Q,-79,0.048058299
30/09/2004,31/03/2024,unemp,ons,Q,-78,0.046816833
31/12/2004,31/03/2024,unemp,ons,Q,-77,0.047321257
31/03/2005,31/03/2024,unemp,ons,Q,-76,0.046881569
30/06/2005,31/03/2024,unemp,ons,Q,-75,0.047544087
30/09/2005,31/03/2024,unemp,ons,Q,-74,0.047316508
31/12/2005,31/03/2024,unemp,ons,Q,-73,0.051469713
31/03/2006,31/03/2024,unemp,ons,Q,-72,0.052366752
30/06/2006,31/03/2024,unemp,ons,Q,-71,0.054716336
30/09/2006,31/03/2024,unemp,ons,Q,-70,0.054858398
31/12/2006,31/03/2024,unemp,ons,Q,-69,0.055013921
31/03/2007,31/03/2024,unemp,ons,Q,-68,0.055144992
30/06/2007,31/03/2024,unemp,ons,Q,-67,0.053513012
30/09/2007,31/03/2024,unemp,ons,Q,-66,0.053074833
31/12/2007,31/03/2024,unemp,ons,Q,-65,0.051569582
31/03/2008,31/03/2024,unemp,ons,Q,-64,0.051810846
30/06/2008,31/03/2024,unemp,ons,Q,-63,0.053496111
30/09/2008,31/03/2024,unemp,ons,Q,-62,0.058566741
31/12/2008,31/03/2024,unemp,ons,Q,-61,0.063558456
31/03/2009,31/03/2024,unemp,ons,Q,-60,0.07072531
30/06/2009,31/03/2024,unemp,ons,Q,-59,0.077662142
30/09/2009,31/03/2024,unemp,ons,Q,-58,0.078482332
31/12/2009,31/03/2024,unemp,ons,Q,-57,0.077699541
31/03/2010,31/03/2024,unemp,ons,Q,-56,0.080089827
30/06/2010,31/03/2024,unemp,ons,Q,-55,0.078530338
30/09/2010,31/03/2024,unemp,ons,Q,-54,0.077572081
31/12/2010,31/03/2024,unemp,ons,Q,-53,0.078644394
31/03/2011,31/03/2024,unemp,ons,Q,-52,0.077773689
30/06/2011,31/03/2024,unemp,ons,Q,-51,0.079378042
30/09/2011,31/03/2024,unemp,ons,Q,-50,0.083311276
31/12/2011,31/03/2024,unemp,ons,Q,-49,0.083952052
31/03/2012,31/03/2024,unemp,ons,Q,-48,0.082089018
30/06/2012,31/03/2024,unemp,ons,Q,-47,0.079915813
30/09/2012,31/03/2024,unemp,ons,Q,-46,0.078588298
31/12/2012,31/03/2024,unemp,ons,Q,-45,0.078144835
31/03/2013,31/03/2024,unemp,ons,Q,-44,0.078448716
30/06/2013,31/03/2024,unemp,ons,Q,-43,0.077494474
30/09/2013,31/03/2024,unemp,ons,Q,-42,0.076194448
31/12/2013,31/03/2024,unemp,ons,Q,-41,0.072233872
31/03/2014,31/03/2024,unemp,ons,Q,-40,0.067552552
30/06/2014,31/03/2024,unemp,ons,Q,-39,0.062874962
30/09/2014,31/03/2024,unemp,ons,Q,-38,0.059802122
31/12/2014,31/03/2024,unemp,ons,Q,-37,0.056979448
31/03/2015,31/03/2024,unemp,ons,Q,-36,0.055369115
30/06/2015,31/03/2024,unemp,ons,Q,-35,0.056098207
30/09/2015,31/03/2024,unemp,ons,Q,-34,0.0531816
31/12/2015,31/03/2024,unemp,ons,Q,-33,0.050773362
31/03/2016,31/03/2024,unemp,ons,Q,-32,0.050717925
30/06/2016,31/03/2024,unemp,ons,Q,-31,0.049215398
30/09/2016,31/03/2024,unemp,ons,Q,-30,0.048402809
31/12/2016,31/03/2024,unemp,ons,Q,-29,0.047413083
31/03/2017,31/03/2024,unemp,ons,Q,-28,0.045650939
30/06/2017,31/03/2024,unemp,ons,Q,-27,0.044266864
30/09/2017,31/03/2024,unemp,ons,Q,-26,0.042664947
31/12/2017,31/03/2024,unemp,ons,Q,-25,0.043523502
31/03/2018,31/03/2024,unemp,ons,Q,-24,0.041975247
30/06/2018,31/03/2024,unemp,ons,Q,-23,0.040383449
30/09/2018,31/03/2024,unemp,ons,Q,-22,0.040730312
31/12/2018,31/03/2024,unemp,ons,Q,-21,0.040142408
31/03/2019,31/03/2024,unemp,ons,Q,-20,0.038186515
30/06/2019,31/03/2024,unemp,ons,Q,-19,0.038923344
30/09/2019,31/03/2024,unemp,ons,Q,-18,0.03834088
31/12/2019,31/03/2024,unemp,ons,Q,-17,0.037671737
31/03/2020,31/03/2024,unemp,ons,Q,-16,0.040043512
30/06/2020,31/03/2024,unemp,ons,Q,-15,0.041140337
30/09/2020,31/03/2024,unemp,ons,Q,-14,0.048804394
31/12/2020,31/03/2024,unemp,ons,Q,-13,0.052255012
31/03/2021,31/03/2024,unemp,ons,Q,-12,0.04944747
30/06/2021,31/03/2024,unemp,ons,Q,-11,0.04718531
30/09/2021,31/03/2024,unemp,ons,Q,-10,0.042630758
31/12/2021,31/03/2024,unemp,ons,Q,-9,0.040446172
31/03/2022,31/03/2024,unemp,ons,Q,-8,0.037153269
30/06/2022,31/03/2024,unemp,ons,Q,-7,0.037961602
30/09/2022,31/03/2024,unemp,ons,Q,-6,0.036064546
31/12/2022,31/03/2024,unemp,ons,Q,-5,0.037259229
31/03/2023,31/03/2024,unemp,ons,Q,-4,0.038740304
30/06/2023,31/03/2024,unemp,ons,Q,-3,0.041877242
30/09/2023,31/03/2024,unemp,ons,Q,-2,0.04205138
31/12/2023,31/03/2024,unemp,ons,Q,-1,0.04252
31/03/1990,30/06/2024,unemp,ons,Q,-137,0.069332964
30/06/1990,30/06/2024,unemp,ons,Q,-136,0.069184781
30/09/1990,30/06/2024,unemp,ons,Q,-135,0.070779647
31/12/1990,30/06/2024,unemp,ons,Q,-134,0.074650616
31/03/1991,30/06/2024,unemp,ons,Q,-133,0.079969483
30/06/1991,30/06/2024,unemp,ons,Q,-132,0.086627038
30/09/1991,30/06/2024,unemp,ons,Q,-131,0.09159133
31/12/1991,30/06/2024,unemp,ons,Q,-130,0.094575166
31/03/1992,30/06/2024,unemp,ons,Q,-129,0.097007586
30/06/1992,30/06/2024,unemp,ons,Q,-128,0.097872383
30/09/1992,30/06/2024,unemp,ons,Q,-127,0.099395473
31/12/1992,30/06/2024,unemp,ons,Q,-126,0.103684828
31/03/1993,30/06/2024,unemp,ons,Q,-125,0.106193101
30/06/1993,30/06/2024,unemp,ons,Q,-124,0.103847776
30/09/1993,30/06/2024,unemp,ons,Q,-123,0.102457028
31/12/1993,30/06/2024,unemp,ons,Q,-122,0.102542006
31/03/1994,30/06/2024,unemp,ons,Q,-121,0.099449482
30/06/1994,30/06/2024,unemp,ons,Q,-120,0.097061341
30/09/1994,30/06/2024,unemp,ons,Q,-119,0.09358665
31/12/1994,30/06/2024,unemp,ons,Q,-118,0.089652536
31/03/1995,30/06/2024,unemp,ons,Q,-117,0.088655326
30/06/1995,30/06/2024,unemp,ons,Q,-116,0.086648639
30/09/1995,30/06/2024,unemp,ons,Q,-115,0.086502978
31/12/1995,30/06/2024,unemp,ons,Q,-114,0.083032555
31/03/1996,30/06/2024,unemp,ons,Q,-113,0.082364399
30/06/1996,30/06/2024,unemp,ons,Q,-112,0.082584583
30/09/1996,30/06/2024,unemp,ons,Q,-111,0.080610688
31/12/1996,30/06/2024,unemp,ons,Q,-110,0.078418813
31/03/1997,30/06/2024,unemp,ons,Q,-109,0.073236493
30/06/1997,30/06/2024,unemp,ons,Q,-108,0.071774431
30/09/1997,30/06/2024,unemp,ons,Q,-107,0.06840875
